Species Name,Common Name
Philodendron species tropical sunrise,Bronze Leaved Philodendron
Philodendron venus pluto,Philodendron Pluto
Philodendron venus pluto variegata,Philodendron Pluto Variegated
Philodendron wendlandii,Philodendron Wendlandii
Philodendron wendlandii,Birdnest Philodendron
Philodendron xanadu,Xanadu
Phlox drummondii,Phlox Twinkle Stars Mixed
Phoenix acaulis,Trunkless Phoenix
Phyllanthus epiphylloides,Leaf Bamboo
Phyllanthus multiflorus,Phyllanthus Micro
Phyllanthus multiflorus,Mousetail Plant
Phyllanthus multiflorus,Myrtle-leaved Leaf Flower
Phyllitis scolopendrium,Harts Tongue Fern
Phyllitis scolopendrium,Wavy Margin Birds Nest Fern
Pilea cadierei,Aluminium Pilea
Pilea glauca,Variegated Pilea
Pilea microphylla,Pilea Microphylla
Pilea microphylla,Artillery Plant
Pilea mollis,Pilea Moon Valley
"Pilea mucronata, Pilea spruceana",Angel Wings
Pilea muscosa macrophylla,Pilea Muscosa Big Leaves
Pilea muscosa microphylla,Pilea Muscosa Small Leaves
Pilea serpyllacea,Pilea Macrophylla
Pimenta dioica variegated,All Spice Variegated
Pityrogramma chrysophylla,Gold Fern
Pityrogramma chrysophylla,Gold Dust Fern
Pityrogramma chrysophylla,Golden Fern
Plectranthus ambiguus,Purple Flowered Plectranthus
Plectranthus argentatus,Silver Spurflower
Plectranthus madagascariensis variegata,Plectranthus Variegated
Plectranthus madagascariensis variegata,Variegated Mint Leaf
Plectranthus nummularius,Swedish Ivy
Plectranthus nummularius purpurata,Plectranthus Purple
Poa pratensis,American Blue Lawn
Poa pratensis,Kentucky Blue Grass
Poa pratensis selection one,Lawn American Blue Selection 1
Poa pratensis selection one,Lawn Selection 1
Poa species,Kentucky Blue Grass
Poa species,Lawn Kentecky Blue
Pogonatherum paniceum,Bamboo Grass
Pogonatherum paniceum variegatum,Bamboo Grass Variegated
Polianthes tuberosa,Tube Rose
Polianthes tuberosa,Mexican Tuberose
Polianthes tuberosa plena,Tuberose Double
Polianthes tuberosa plena,Double Tube Rose
Polypodium species 2,Polypodium Species
"Polypodium species, Doryopteris species",Fern Thick Leaf With Rhizome
"Polypodium species, Doryopteris species",Polypodium Aureum
Polyscias fruticosa compacta,Ming Aralia
Polyscias fruticosa compacta,Parsley Panax
Polyscias fruticosa compacta golden,Golden Arelia
Polystichum species holly fern,Polystichum Holly Fern
Portulaca grandiflora light pink,Office Time Double Light Pink
Portulaca grandiflora light pink,Purslane
Portulaca grandiflora pink & white,Office Time Double Pink & White
Portulaca grandiflora pink & white,Purslane
Portulaca grandiflora shocking pink,Office Time Double Shocking Pink
Portulaca grandiflora shocking pink,Purslane
Portulaca grandiflora white,Office Time Double White
Portulaca grandiflora white,Purslane
Portulaca olracea hybrida,Office Time
Portulaca olracea hybrida,Purslane
Portulaca olracea orange,Office Time Single Orange
Portulaca olracea orange,Purslane
Portulaca olracea pink,Office Time Single Pink
Portulaca olracea pink,Purslane
Portulaca olracea red,Office Time Single Red
Portulaca olracea red,Purslane
Portulaca olracea white,Office Time Single White
Portulaca olracea white,Purslane
Portulaca olracea yellow,Office Time Single Yellow
Portulaca olracea yellow,Purslane
Primula obconica,German Primrose
Primula obconica,Round Leaved Primula
Primula obconica,Primrose
Primula obconica,Poison Primrose
Psilotum nudum,Whisk Fern
Pteris cretica,Pteris Albo Lineata
Pteris cretica crestata,Pteris Cretica Crestata
Pteris ensiformis victoriae,Fern Pteris Victoria
Pteris ensiformis victoriae,Victoria Fern
Pteris vittata,Brake Fern
Pteris vittata,Wild Pteris Fern
Punica granatum minima,Pomegranate Extra Mini
Pyrrosia longifolia var. crestata,Pyrrosia Longifolia Var. Crestata
"Reinwardia trigyna, Reinwardia indica",Reinwardia
Rhapis subtilis variegated,Rhapis Variegated
"Rhipsalis ramulosa var. angustissima, Pseudorhipsalis ramulosa",Red Rhipsalis
Rhoeo spathacea compacta,Moses In A Boat
Rhoeo spathacea compacta aurea,Golden Roheo
Rhoeo spathacea compacta aurea,Golden Rhoeo
Rhoeo spathacea compacta varigata,Rhoeo Variegated
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Moses In A Boat
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Moses-in-the-cradle
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Moses-in-the Bulrushes
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Boat-lily
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Oyster Plant
Rosmarinus officinalis,Rosemary
Ruellia brittoniana,Desert Petunia
Ruellia brittoniana,Florida Bluebells
Ruellia brittoniana,Mexican Petunia
Ruellia brittoniana,Mexican Blue Bells
Ruellia brittoniana,
"Ruellia brittoniana hybrida, R. tweediana",Dwarf Ruellia
"Ruellia brittoniana hybrida, R. tweediana",Dwarf Ruelia
Ruellia rosea,Ruellia Rosea
Ruellia squarrosa,Ruellia Purple
Ruscus hypoglossum,Mouse Thorn
Ruscus hypoglossum,Forever Plant
Russelia equisetaefolia flava,Russelia Yellow
"Russelia equisetiformis, Russelia juncea",Weeping Mary
"Russelia equisetiformis, Russelia juncea",Coral Bush
"Russelia equisetiformis, Russelia juncea",Fountain Plant
Ruttya fruticosa,Ruttya Fruticosa
Ruttya fruticosa,Rabbit Ears
Ruttya fruticosa,Orange Bird
Ruttya fruticosa,Hummingbird Plant
Ruttya speciosa scholesei,Yellow Rabbit Ears
Ruttya speciosa scholesei,Yellow Bird
Ruttya speciosa scholesei,Yellow Hummingbird Plant
Sagittaria latifolia,White Swan Plant
Salvia farinacea,Salvia Blue
Salvia farinacea,Salvia Perennial
Salvia farinacea,Mealy Blue Sage
Salvia farinacea,Mealy Sage
Salvia farinacea,Mealy-cup Sage
Salvia farinacea,Mealycup Sage
Salvia coccinea lady in red,Salvia Species Red
Salvia splendens mix,Salvia Mix
Salvia splendens red,Salvia Red
Salvia splendens red,Scarlet Sage
Salvinia auriculata,Floating Fern
Salvinia auriculata,Butterfly Fern
Sanchezia nobilis,Aphelandra
Sanchezia nobilis,Tiger Plant
Sanchezia nobilis tricolor,Tricolor Aphelandra
Sansevieria grandis moonshine,White Snake Plant
Sansevieria guineensis variegata,Sansevieria Golden Broad Leaved
Sansevieria trifasciata,Snake Plant
Sansevieria trifasciata,Mother-in-law's Tongue
Sansevieria trifasciata compacta,Sansevieria Compacta
Sansevieria trifasciata golden hahnii,Sanseveria Golden Hahnii
Sansevieria trifasciata hahnii,Mother In Laws Tongue
Sansevieria trifasciata hahnii,Hahns Sansevieria
Sansevieria trifasciata hahnii,Dwarf Snake Plant
"Sansevieria trifasciata laurentii, S. zebrina",Mother In Laws Tongue
"Sansevieria trifasciata laurentii, S. zebrina",Snake Plant
"Sansevieria trifasciata laurentii, S. zebrina",Sanseveria
"Sansevieria trifasciata laurentii, S. zebrina",Bowstring Hemp.
Santolina chamaecyparissus,Lavender Cotton
Santolina chamaecyparissus,Scented Ground Cover
Schefflera arboricola hicolor,Schefflera Variegated
Schefflera arboricola hicolor,Schefflera Hicolor
"Schizocentron elegans, Dissotis rotundifolia",Mexican Shawl Hanging Basket
"Schizocentron elegans, Dissotis rotundifolia",Spanish Shawl
Sedum morganianum,Burrows Tail
Sedum morganianum,Donkey Tail
Sedum morganianum burrito,Sedum Burrito
Sedum morganianum burrito,Compact Burrows Tail
Sedum nussbaumerianum,Copperstone Stonecrop
Sedum nussbaumerianum,Echeveria Yellow
Sedum rubrotinctum,Christmas Cheer
Sedum rubrotinctum,Jelly Bean Plant
Sedum rupestris,Brush Sedum
Sedum species ivy leaf,Ivy Leaf Sedum
Sedum species long green,Sedum Long Green Leaves
Sedum species silver,Silver Sedum
Sedum species silver,Sedum White Variegated
Selaginella species,Resurrection Plant
Selaginella species,Rose Of Jericho
Senecio cineraria,Dusty Miller Mini
Senecio cineraria cirrus,Dusty Miller
Senecio cineraria silver dust,Dusty Miller Silver Dust
Senecio confusus,Senecio Orange
Senecio confusus,Mexican Flame Vine
Senecio macroglossus variegatus,Variegated Wax Vine
Senecio macroglossus variegatus,Ivy Leaf Vine
Senecio radicans,Long Leaf Sedum
Senecio radicans fish hook,Fish Hook Sedum
Senecio rowleyanus,String-of-pearls
Senecio rowleyanus,String-of-beads
Senecio rowleyanus,
Senecio tamioides,New Yellow Senecio
Serissa foetida,Serissa Single
Serissa foetida double,Serissa Double Flowered
Serissa foetida variegated,Serissa Variegated
Serissa foetida variegated,Snow Rose
Serissa foetida variegated,Tree Of A Thousand Stars
"Setcreasea purpurea, S. pallida",Purple Heart
Solanum pseudo-capsicum,Jerusalem Cherry
Solanum pseudo-capsicum,Solanum Cherry
Solidago nemoralis,Golden Rod
Spathiphyllum cupido,Fragrant Peace Lily
Spathiphyllum mauna loa,Peace Lily - Large Flowers
Spathiphyllum mauna loa,White Sails
Spathiphyllum mauna loa,Mona Loa
Spathiphyllum patinii,Fancy Leaf Peace Lily
Spathiphyllum wallisii hicolor,White Leaved Peace Lily
Spathiphyllum wallisii petite,Dwarf Peace Lily
Spathiphyllum wallisii petite variegata,Variegated Peace Lily
Spathoglottis plicata,Spathoglottis Orchid
Spathoglottis plicata,Ground Orchid
"Spilanthes oleracea, Spilanthes acmella, Acmella oleracea",Toothache Plant
"Spilanthes oleracea, Spilanthes acmella, Acmella oleracea",Para Cress
Spinacia oleracea,Indian Spinach
Spinacia oleracea,Beet Leaf
Spinacia oleracea,Spinach Beet
Stapelia species,Stapelia
Stapelia species,Star Fish Flower
Stapelia species,Star Flower
Stenotaphrum secundatum,St Augustine Lawn
Stenotaphrum secundatum,Elephant Lawn
Stenotaphrum secundatum,Buffalo Lawn
Stenotaphrum secundatum variegatum,Variegated St. Augustines Lawn
Stenotaphrum secundatum variegatum,Elephant Grass Variegated
Stipa arundinacea,Blood Grass
Stipa arundinacea,Stipa Sirocco
Stipa tenuissima,Pony Tail Grass
Stipa tenuissima,Taxas Nffdle Grass Feathergrass
Stokesia laevis,Stokes Aster
Stokesia laevis,Colorwheel
Stromanthe sanguinea,Stromanthe
Stromanthe sanguinea triostar,Calathea Triostar
Stromanthe sanguinea triostar,Stromanthe Triostar
Stromanthe sanguinea triostar,Trio Star
Stromanthe sanguinea white,Stromanthe White
Syngonium podophyllum 'emerald gem variegated',Syngonium Variegated
Syngonium podophyllum albolineatum,Syngonium Ordinary
Syngonium podophyllum bronze,Syngonium New Dark Brown Leaves
Syngonium podophyllum infra red,Syngonium Podophyllum Infra Red
Syngonium podophyllum lemon n lime,Syngonium Lemon N Lime
Syngonium podophyllum silver pearl,Syngonium Silver Pearl
Syngonium podophyllum white butterfly,Syngonium White Butterfly
Syngonium wendlandi,Syngonium
Tabernaemontana coronaria floro-plena nana,Tagar Dwarf Double
Tabernaemontana coronaria nana var ashfolia,Tagar Variegated Grey Leaf
Tabernaemontana coronaria nana var ashfolia,Tagar Mini Ash Leaves
Tabernaemontana coronaria variegata,Tagar Variegated
Tacca chantrieri,Bat Flower
Tacca chantrieri,Cats Whiskers
Tacca chantrieri,Devil Flower
Tagetes erecta orange,Marigold African Orange
Tagetes erecta yellow,Marigold African Yellow
Tagetes patula,Marigold French
Tagetes patula safari series,Marigold French Safari Series
Talinum paniculatum variegatum,Fameflower
Talinum paniculatum variegatum,Jewel Of Opar Variegated
Tecoma capensis aurea,Tecoma Radicans Yellow
Tetrastigma voinierianum,Chestnut Vine
Tetrastigma voinierianum,Cissus Vine
Thunbergia alata,Black Eyed Susan Vine.
Thunbergia fragrans,Sweet Clock-vine
Thunbergia fragrans,White Lady
Thunbergia fragrans,Thunbergia Mini
Thunbergia fragrans,Thunbergia Small White
"Thymophylla tenuiloba, Dyssodia tenuiloba",Dahlberg Daisy
"Thymophylla tenuiloba, Dyssodia tenuiloba",Thymophylla
"Thymophylla tenuiloba, Dyssodia tenuiloba",Golden Fleece
"Thymophylla tenuiloba, Dyssodia tenuiloba",Tiny Tim Bristle-leaf Dyssodia
"Thymophylla tenuiloba, Dyssodia tenuiloba",Bristleleaf
"Thymophylla tenuiloba, Dyssodia tenuiloba",Pricklyleaf
Thymus vulgaris,Thyme
Thymus vulgaris,Common Thyme
Thymus vulgaris,Garden Thyme
Torenia fournieri,Torenia
Torenia fournieri,Wishbone Flower
Torenia fournieri,Clown Flower
"Tradescantia albiflora, T. fluminesis",Small Leaf Spiderwort
"Tradescantia albiflora, T. fluminesis",Spiderwort
"Tradescantia albiflora, T. fluminesis",Vondrande Jude
"Tradescantia albiflora, T. fluminesis",Wandering Jew
Tradescantia fluminensis quick silver,Tradescanthia Thin Striped
Trifolium dobium,Yellow Clover
Trifolium dobium,Irish Shamrock
Tropaeolum majus,Nasturtium
Tropaeolum majus,Garden Nasturtium
Tropaeolum majus,Indian Cress
Tulbaghia fragrans variegata,Wild Garlic
Tulbaghia fragrans variegata,Variegated Garlic
Tysimachia procumbens,Yellow Flower Groundcover
Verbena tenera red,Verbena Red
Verbena tenera white,Verbena White
Verbena tenera lilac,Verbena Lilac
Verbena tenera pink,Verbena Pink
Verbena tenera purple,Verbena Purple
Verbena x hortensis,Verbena Hybrid
Vernonia elaegnifolia,Curtain Creeper
Vernonia elaegnifolia,Vernonia Creeper
Vinca minor,Periwinkle
Vinca minor,Lesser Periwinkle
Vinca minor variegata,Periwinkle Variegated
Vinca minor variegata,Lesser Periwinkle Variegated
Viola x wittrockiana hybrida,Pansy
Waddleya trilobata,Waddleya
Waddleya trilobata variegata,Variegated Waddleya
"Watsonia meriana, W. meriana var. bulbillifera, W. bulbillifera, Antholyza meriana",Wild Bugle Lily
"Watsonia meriana, W. meriana var. bulbillifera, W. bulbillifera, Antholyza meriana",Wild Watsonia
"Watsonia meriana, W. meriana var. bulbillifera, W. bulbillifera, Antholyza meriana",Bulbil Watsonia
Withania somnifera,Ashwagandha
Wrightia religiosa nana,Wrightia Mini
Zamia furfurea,Cardboard Palm
Zantedesia aethiopica,Calla Lily
Zantedesia aethiopica,White Calla Lily
Zantedesia x hybrida,Calla Lily Hybrids
Zebrina pendula,Wandering Jew
Zebrina pendula,Silvery Wandering Jew
Zebrina pendula albolineata,Wandering Jew White
Zephyranthes candida,Thunder Lily White
Zephyranthes candida flava,Zephyranthes Cream Color
Zephyranthes citrina,Thunder Lily Yellow
Zephyranthes citrina,Citron Zephyr Lily.
Zephyranthes grandiflora,Thunder Lily Pink
Zephyranthes grandiflora,Zephyr-lily
Zephyranthes grandiflora,Flower Of The Westwind
Zephyranthes species pink hybrid,Thunder Lily Large Pink
Zinnia elegans,Zinnia
Zinnia x hybrida orange,Zinnia Mini Orange
Zinnia x hybrida pink,Mini Zinnia Pink
Zinnia x hybrida white,Zinnia Mini White
Zoysia japonica matrella,Korean Lawn Grass
Zoysia japonica matrella,Velvet Lawn
Zoysia japonica matrella,Jade Velvet
Zoysia japonica matrella,Taiwan Lawn
Zoysia japonica tinufolia,Mexican Lawn
Zoysia japonica tinufolia,Jumping Lawn
Abutilon megapotamicum,Weeping Chinese Lantern
Abutilon megapotamicum,Trailing Abutilon
Acoelorraphe wrightii,Everglades Palm
Acoelorraphe wrightii,Silver Saw Palmetto
Adiantum capillus-veneris,Common Maidenhair Fern
Adiantum caudatum,Trailing Maidenhair
Adiantum caudatum,Walking Maidenhair Fern
Adiantum hispidulum,Brown Maiden Hair Fern
Adiantum hispidulum,Rough Maidenhair
"Adiantum raddianum, A. cuneatum",Delta Maidenhair Fern
Adiantum species,Maiden Hari Fern
Adiantum species compacta,Compact Maiden Hair Fern
Adiantum tenerum 'hanging pride',Dwarf Maiden Hair Fern
Adiantum tenerum new,Fine Cut Adiantum
Adiantum tenerum new,Divided Maiden Hair
Adiantum tenerum wrightii,Common Maiden Hair Fern
Adiantum tenerum wrightii,Fan Maiden Hair Fern
Adiantum trapeziforme satin dwarf,Maiden Hair Fern
Adiantum trapeziforme satin dwarf,Compact Form
Adiantum trapeziforme satin dwarf,Satin Fern
"Adiantum trapeziforme, A. capillus-veneris",Giant Maiden Hair Fern
"Adiantum trapeziforme, A. capillus-veneris",Maidenhair Fern
Aechmea fasciata,Silver Fasciata
Aechmea fasciata,Silver Vase
Aechmea gracilis,Hair Brush Bromeliad
Aechmea nudicaulis marginata,Yellow Margin Bromeliad
Aeschynanthus species,Lipstick Plant
Agapanthus africanus minor,Dwarf Or Mini Lily Of The Nile
Agapanthus africanus minor,Peter Pan Lily
Agave lophantha,Lopantha Agave
Aglaonema commutatum malay beauty,Aglaonema Malay Beauty
Aglaonema commutatum malay beauty,Chinese Evergreen
Aglaonema commutatum malay beauty,Golden Evergreen
Aglaonema commutatum silver queen,Aglaonema Silver Queen
Aglaonema commutatum silver queen,Silver Queen Evergreen
Aglaonema commutatum silver queen new,Aglaonema Silver Queen New
Aglaonema commutatum silver queen new,Aglonema Silver Queen New
Aglaonema dove,Aglaonema Dove
Aglaonema ernesto hybrid,Aglaonema Ernesto Hybrid
Aglaonema marantifolium,Aglaonema Marantifolium
Aglaonema pseudobracteatum,Aglaonema Pseudobracteatum
Aglaonema pseudobracteatum,Golden Evergreen
Aglaonema x hybrida,Aglaonema Hybrids
Aglaonema x hybrida brilliant,Aglonema Brilliant
Aglaonema x hybrida white lightening,Aglonema Lightening
Ajuga reptans,Ajuga
Ajuga reptans,Carpet Bugleweed
Ajuga reptans variegata,Ajuga Variegata
Alocasia amazonica,Alocasia Amazonica
Alocasia black velvet,Alocasia Black Velvet
"Alocasia cucullata, Arum cucullatum",Chinese Taro
"Alocasia cucullata, Arum cucullatum",Buddha's Palm
"Alocasia cucullata, Arum cucullatum",Aka Chinese Taro
"Alocasia cucullata, Arum cucullatum",Buddha's Hand
Alocasia esculata var chartreuse,Alocasia Chartreuse
Alocasia esculata var chartreuse,Yellow Alocasia
Alocasia esculata var tea cup,Tea Cup Alocasia
"Alocasia esculata, Colocasia esculenta",Elephants Ear
"Alocasia esculata, Colocasia esculenta",Yam
"Alocasia esculata, Colocasia esculenta",Taro
Alocasia indica metalica,Alocasia Indica Metalica
Alocasia macrorrhiza,Elephant Ears
Alocasia macrorrhiza,Giant Alocasia
Alocasia macrorrhiza,Giant Taro
Alocasia macrorrhiza var lutea,Yellow Alocasia
Alocasia macrorrhiza variegata,Elephant Ears Variegated
Alocasia macrorrhiza variegata,Giant Alocasia
Alocasia species,Alocasia Species Assorted
Alocasia triangularis,Triangular Alocasia
Alpinia calcarata,Sundi Grass
Alpinia calcarata,Sundo Grass
Alpinia calcarata,Snap Ginger
Alpinia calcarata,Cardamon Ginger
Alpinia calcarata,Indian Ginger
Alpinia purpurata,Red Ginger
Alpinia purpurata,Ostrich Plume
Alpinia purpurata,Pink Cone Ginger
Alpinia purpurata pinecone,Alpinia Kimi
Alpinia purpurata pinecone,Kimi Ginger
Alpinia purpurata rosea,Pink Ginger
Alpinia rubra,Alpinia Red Leaved Dwarf
Alpinia rubra,Dwarf Leaved Red Ginger
"Alpinia sanderae, Alpinia vittata",Alpinia White Variegated
"Alpinia sanderae, Alpinia vittata",White Ginger
Alpinia zurumbet,Shell Ginger
Alpinia zurumbet,Light Galangal
Alpinia zurumbet,Pink Porcelain Lily
"Alpinia zurumbet variegata, A. speciosa variegata",Alpinia Yellow Variegated
"Alpinia zurumbet variegata, A. speciosa variegata",Yellow Ginger
"Ananas ananassoioles, Ananas nanas",Ananus Mini
"Ananas ananassoioles, Ananas nanas",Pineapple Mini
Ananas bracteatus striatus nanus,Thornless Variegated Pineapple
Ananas comosus variegatus,Ananus Variegated
Ananas comosus variegatus,Variegated Pineapple
Ananas comosus variety inermis,Thornless Variegated Pineapple
Ananas comosus variety inermis,Ananas Variegated Spineless
Anthurium andreanum cut flower cultivars,Anthurium
Anthurium andreanum cut flower cultivars,Painters Palette
